-7.0691599107,0.7126580882,0.0157885377
-7.0760976172,0.6432872023,0.0157729241
-7.0823404334,0.5737114644,0.0157582083
-7.0878863526,0.5039374303,0.0157443875
-7.0927334337,0.4339716887,0.0157314587
-7.0968798016,0.3638208607,0.0157194195
-7.1003236475,0.2934915989,0.0157082675
-7.1030632293,0.2229905872,0.0156980007
-7.1050968720,0.1523245398,0.0156886170
-7.1064229678,0.0815002009,0.0156801149
-7.1070399762,0.0105243439,0.0156724929
-7.1069464250,-0.0605962292,0.0156657497
-7.1061409099,-0.1318546882,0.0156598842
-7.1046220951,-0.2032441758,0.0156548958
-7.1023887134,-0.2747578077,0.0156507836
-7.0994395668,-0.3463886736,0.0156475474
-7.0957735262,-0.4181298376,0.0156451868
-7.0913895322,-0.4899743391,0.0156437020
-7.0862865952,-0.5619151933,0.0156430932
-7.0804637953,-0.6339453918,0.0156433608
-7.0739202831,-0.7060579033,0.0156445053
-7.0666552794,-0.7782456743,0.0156465278
-7.0586680758,-0.8505016297,0.0156494292
-7.0499580347,-0.9228186735,0.0156532108
-7.0405245896,-0.9951896897,0.0156578741
-7.0303672452,-1.0676075423,0.0156634208
-7.0194855778,-1.1400650768,0.0156698528
-7.0078792353,-1.2125551202,0.0156771722
-6.9955479374,-1.2850704823,0.0156853814
-6.9824914759,-1.3576039558,0.0156944829
-6.9687097146,-1.4301483172,0.0157044794
-6.9542025899,-1.5026963278,0.0157153741
-6.9389701106,-1.5752407341,0.0157271700
-6.9230123579,-1.6477742682,0.0157398706
-6.9063294862,-1.7202896491,0.0157534796
-6.8889217224,-1.7927795832,0.0157680009
-6.8707893667,-1.8652367647,0.0157834385
-6.8519327925,-1.9376538768,0.0157997967
-6.8323524462,-2.0100235919,0.0158170803
-6.8120488478,-2.0823385727,0.0158352939
-6.7910225907,-2.1545914729,0.0158544426
-6.7692743418,-2.2267749375,0.0158745317
-6.7468048417,-2.2988816041,0.0158955667
-6.7236149048,-2.3709041031,0.0159175533
-6.6997054191,-2.4428350590,0.0159404977
-6.6750773465,-2.5146670905,0.0159644060
-6.6497317230,-2.5863928116,0.0159892847
-6.6236696582,-2.6580048322,0.0160151407
-6.5968923361,-2.7294957591,0.0160419810
-6.5694010143,-2.8008581963,0.0160698129
-6.5411970247,-2.8720847460,0.0160986440
-6.5122817732,-2.9431680094,0.0161284821
-6.4826567398,-3.0141005871,0.0161593354
-6.4523234785,-3.0848750804,0.0161912123
-6.4212836175,-3.1554840913,0.0162241214
-6.3895388589,-3.2259202241,0.0162580718
-6.3570909788,-3.2961760855,0.0162930727
-6.3239418277,-3.3662442854,0.0163291338
-6.2900933295,-3.4361174380,0.0163662650
-6.2555474826,-3.5057881622,0.0164044764
-6.2203063588,-3.5752490828,0.0164437786
-6.1843721041,-3.6444928305,0.0164841825
-6.1477469380,-3.7135120434,0.0165256992
-6.1104331539,-3.7822993674,0.0165683404
-6.0724331187,-3.8508474570,0.0166121177
-6.0337492729,-3.9191489759,0.0166570436
-5.9943841303,-3.9871965981,0.0167031305
-5.9543402781,-4.0549830083,0.0167503915
-5.9136203769,-4.1225009031,0.0167988398
-5.8722271602,-4.1897429912,0.0168484892
-5.8301634346,-4.2567019945,0.0168993537
-5.7874320793,-4.3233706489,0.0169514479
-5.7440360467,-4.3897417047,0.0170047866
-5.6999783613,-4.4558079279,0.0170593852
-5.6552621203,-4.5215621004,0.0171152595
-5.6098904930,-4.5869970212,0.0171724256
-5.5638667208,-4.6521055069,0.0172309001
-5.5171941172,-4.7168803924,0.0172907001
-5.4698760673,-4.7813145321,0.0173518432
-5.4219160276,-4.8454008000,0.0174143474
-5.3733175261,-4.9091320910,0.0174782313
-5.3240841619,-4.9725013213,0.0175435138
-5.2742196051,-5.0355014294,0.0176102145
-5.2237275963,-5.0981253768,0.0176783534
-5.1726119467,-5.1603661486,0.0177479511
-5.1208765378,-5.2222167543,0.0178190288
-5.0685253210,-5.2836702289,0.0178916082
-5.0155623174,-5.3447196330,0.0179657116
-4.9619916177,-5.4053580541,0.0180413619
-4.9078173817,-5.4655786072,0.0181185826
-4.8530438383,-5.5253744353,0.0181973978
-4.7976752849,-5.5847387106,0.0182778322
-4.7417160874,-5.6436646348,0.0183599114
-4.6851706797,-5.7021454401,0.0184436614
-4.6280435636,-5.7601743899,0.0185291091
-4.5703393084,-5.8177447794,0.0186162818
-4.5120625503,-5.8748499366,0.0187052080
-4.4532179927,-5.9314832229,0.0187959166
-4.3938104051,-5.9876380336,0.0188884373
-4.3338446237,-6.0433077991,0.0189828008
-4.2733255500,-6.0984859852,0.0190790385
-4.2122581514,-6.1531660942,0.0191771825
-4.1506474601,-6.2073416653,0.0192772660
-4.0884985732,-6.2610062754,0.0193793230
-4.0258166522,-6.3141535401,0.0194833883
-3.9626069226,-6.3667771141,0.0195894978
-3.8988746735,-6.4188706920,0.0196976884
-3.8346252571,-6.4704280089,0.0198079978
-3.7698640887,-6.5214428416,0.0199204648
-3.7045966458,-6.5719090087,0.0200351294
-3.6388284680,-6.6218203716,0.0201520325
-3.5725651563,-6.6711708351,0.0202712161
-3.5058123732,-6.7199543485,0.0203927236
-3.4385758416,-6.7681649055,0.0205165994
-3.3708613448,-6.8157965458,0.0206428891
-3.3026747261,-6.8628433549,0.0207716396
-3.2340218879,-6.9092994658,0.0209028991
-3.1649087917,-6.9551590587,0.0210367172
-3.0953414574,-7.0004163622,0.0211731448
-3.0253259629,-7.0450656541,0.0213122341
-2.9548684437,-7.0891012615,0.0214540392
-2.8839750921,-7.1325175623,0.0215986151
-2.8126521571,-7.1753089851,0.0217460189
-2.7409059437,-7.2174700102,0.0218963090
-2.6687428125,-7.2589951703,0.0220495456
-2.5961691789,-7.2998790512,0.0222057904
-2.5231915130,-7.3401162922,0.0223651072
-2.4498163388,-7.3797015870,0.0225275614
-2.3760502338,-7.4186296841,0.0226932203
-2.3018998284,-7.4568953878,0.0228621531
-2.2273718054,-7.4944935585,0.0230344312
-2.1524728993,-7.5314191134,0.0232101279
-2.0772098961,-7.5676670275,0.0233893187
-2.0015896324,-7.6032323335,0.0235720814
-1.9256189950,-7.6381101232,0.0237584959
-1.8493049202,-7.6722955475,0.0239486445
-1.7726543935,-7.7057838175,0.0241426122
-1.6956744488,-7.7385702046,0.0243404862
-1.6183721677,-7.7706500418,0.0245423564
-1.5407546792,-7.8020187234,0.0247483156
-1.4628291591,-7.8326717063,0.0249584591
-1.3846028292,-7.8626045105,0.0251728853
-1.3060829566,-7.8918127194,0.0253916955
-1.2272768535,-7.9202919805,0.0256149941
-1.1481918763,-7.9480380060,0.0258428888
-1.0688354250,-7.9750465734,0.0260754905
-0.9892149428,-8.0013135262,0.0263129135
-0.9093379150,-8.0268347741,0.0265552757
-0.8292118688,-8.0516062937,0.0268026988
-0.7488443726,-8.0756241293,0.0270553082
-0.6682430353,-8.0988843932,0.0273132332
-0.5874155056,-8.1213832660,0.0275766073
-0.5063694713,-8.1431169979,0.0278455681
-0.4251126588,-8.1640819083,0.0281202577
-0.3436528326,-8.1842743870,0.0284008228
-0.2619977942,-8.2036908945,0.0286874147
-0.1801553818,-8.2223279623,0.0289801897
-0.0981334694,-8.2401821937,0.0292793090
-0.0159399664,-8.2572502643,0.0295849393
0.0664171834,-8.2735289223,0.0298972526
0.1489300022,-8.2890149891,0.0302164266
0.2315904789,-8.3037053596,0.0305426448
0.3143905699,-8.3175970030,0.0308760970
0.3973221999,-8.3306869633,0.0312169793
0.4803772623,-8.3429723591,0.0315654941
0.5635476198,-8.3544503849,0.0319218508
0.6468251057,-8.3651183110,0.0322862661
0.7302015239,-8.3749734844,0.0326589637
0.8136686500,-8.3840133286,0.0330401752
0.8972182317,-8.3922353446,0.0334301401
0.9808419899,-8.3996371112,0.0338291059
1.0645316190,-8.4062162853,0.0342373290
1.1482787877,-8.4119706023,0.0346550747
1.2320751400,-8.4168978766,0.0350826173
1.3159122955,-8.4209960022,0.0355202411
1.3997818501,-8.4242629526,0.0359682401
1.4836753770,-8.4266967817,0.0364269188
1.5675844274,-8.4282956238,0.0368965928
1.6515005307,-8.4290576942,0.0373775886
1.7354151957,-8.4289812897,0.0378702446
1.8193199112,-8.4280647886,0.0383749116
1.9032061465,-8.4263066512,0.0388919528
1.9870653523,-8.4237054203,0.0394217449
2.0708889613,-8.4202597215,0.0399646781
2.1546683888,-8.4159682634,0.0405211571
2.2383950336,-8.4108298380,0.0410916017
2.3220602786,-8.4048433213,0.0416764470
2.4056554912,-8.3980076731,0.0422761444
2.4891720244,-8.3903219377,0.0428911623
2.5726012174,-8.3817852442,0.0435219865
2.6559343961,-8.3723968066,0.0441691214
2.7391628735,-8.3621559242,0.0448330902
2.8222779513,-8.3510619821,0.0455144363
2.9052709193,-8.3391144511,0.0462137238
2.9881330573,-8.3263128882,0.0469315385
3.0708556346,-8.3126569371,0.0476684887
3.1534299115,-8.2981463278,0.0484252064
3.2358471394,-8.2827808778,0.0492023481
3.3180985619,-8.2665604913,0.0500005961
3.4001754148,-8.2494851604,0.0508206592
3.4820689272,-8.2315549649,0.0516632745
3.5637703219,-8.2127700723,0.0525292079
3.6452708159,-8.1931307387,0.0534192561
3.7265616214,-8.1726373085,0.0543342474
3.8076339456,-8.1512902147,0.0552750432
3.8884789920,-8.1290899793,0.0562425397
3.9690879605,-8.1060372134,0.0572376693
4.0494520481,-8.0821326173,0.0582614021
4.1295624492,-8.0573769811,0.0593147478
4.2094103566,-8.0317711845,0.0603987573
4.2889869613,-8.0053161969,0.0615145246
4.3682834533,-7.9780130783,0.0626631888
4.4472910222,-7.9498629786,0.0638459359
4.5260008573,-7.9208671384,0.0650640014
4.6044041482,-7.8910268889,0.0663186720
4.6824920851,-7.8603436522,0.0676112882
4.7602558594,-7.8288189414,0.0689432468
4.8376866635,-7.7964543607,0.0703160032
4.9147756916,-7.7632516060,0.0717310744
4.9915141398,-7.7292124643,0.0731900415
5.0678932065,-7.6943388147,0.0746945531
5.1439040924,-7.6586326277,0.0762463278
5.2195380007,-7.6220959663,0.0778471577
5.2947861377,-7.5847309853,0.0794989119
5.3696397123,-7.5465399319,0.0812035400
5.4440899367,-7.5075251461,0.0829630757
5.5181280260,-7.4676890601,0.0847796406
5.5917451984,-7.4270341990,0.0866554486
5.6649326753,-7.3855631811,0.0885928098
5.7376816811,-7.3432787175,0.0905941352
5.8099834432,-7.3001836127,0.0926619414
5.8818291917,-7.2562807646,0.0947988553
5.9532101593,-7.2115731647,0.0970076193
6.0241175813,-7.1660638982,0.0992910967
6.0945426947,-7.1197561441,0.1016522774
6.1644767385,-7.0726531756,0.1040942834
6.2339109528,-7.0247583602,0.1066203754
6.3028365786,-6.9760751597,0.1092339591
6.3712448572,-6.9266071305,0.1119385916
6.4391270296,-6.8763579240,0.1147379889
6.5064743356,-6.8253312862,0.1176360330
6.5732780136,-6.7735310588,0.1206367793
6.6395292992,-6.7209611784,0.1237444654
6.7052194246,-6.6676256776,0.1269635187
6.7703396175,-6.6135286848,0.1302985655
6.8348811000,-6.5586744242,0.1337544401
6.8988350877,-6.5030672168,0.1373361943
6.9621927882,-6.4467114799,0.1410491077
7.0249453995,-6.3896117279,0.1448986974
7.0870841093,-6.3317725723,0.1488907295
7.1486000925,-6.2731987220,0.1530312299
7.2094845103,-6.2138949839,0.1573264963
7.2697285078,-6.1538662631,0.1617831105
7.3293232127,-6.0931175631,0.1664079511
7.3882597325,-6.0316539865,0.1712082064
7.4465291529,-5.9694807350,0.1761913889
7.5041225356,-5.9066031102,0.1813653490
7.5610309150,-5.8430265141,0.1867382900
7.6172452967,-5.7787564490,0.1923187838
7.6727566538,-5.7137985188,0.1981157867
7.7275559246,-5.6481584289,0.2041386561
7.7816340093,-5.5818419870,0.2103971675
7.8349817667,-5.5148551041,0.2169015324
7.8875900109,-5.4472037942,0.2236624167
7.9394495077,-5.3788941760,0.2306909596
7.9905509707,-5.3099324728,0.2379987932
8.0408850574,-5.2403250139,0.2455980628
8.0904423650,-5.1700782348,0.2535014473
8.1392134261,-5.0991986785,0.2617221807
8.1871887040,-5.0276929961,0.2702740744
8.2343585881,-4.9555679481,0.2791715389
8.2807133886,-4.8828304048,0.2884296071
8.3262433315,-4.8094873478,0.2980639580
8.3709385530,-4.7355458710,0.3080909402
8.4147890939,-4.6610131817,0.3185275963
8.4577848937,-4.5858966017,0.3293916877
8.4999157843,-4.5102035689,0.3407017194
8.5411714837,-4.4339416383,0.3524769653
8.5815415895,-4.3571184836,0.3647374935
8.6210155716,-4.2797418985,0.3775041919
8.6595827657,-4.2018197987,0.3907987934
8.6972323652,-4.1233602227,0.4046439012
8.7339534145,-4.0443713345,0.4190630137
8.7697348003,-3.9648614246,0.4340805493
8.8045652442,-3.8848389123,0.4497218705
8.8384332940,-3.8043123473,0.4660133068
8.8713273158,-3.7232904122,0.4829821772
8.9032354845,-3.6417819244,0.5006568117
8.9341457758,-3.5597958381,0.5190665706
8.9640459566,-3.4773412469,0.5382418633
8.9929235760,-3.3944273862,0.5582141642
9.0207659563,-3.3110636357,0.5790160268
9.0475601831,-3.2272595219,0.6006810954
9.0732930962,-3.1430247207,0.6232441137
9.0979512799,-3.0583690606,0.6467409301
9.1215210536,-2.9733025254,0.6712084991
9.1439884622,-2.8878352570,0.6966848792
9.1653392667,-2.8019775588,0.7232092255
